study_doi;study_author_1;study_year;study_journal;virus_family;virus;strain;material;medium;medium_group;medium_include;medium_volume;medium_container;sealed;virus_concentration_initial;temperature_raw;temperature;humidity_raw;humidity;time;value;value_raw;error_low;error_up;estimate;error;sample_size;unit;LOD;titration_unit;comment_data;source;comment_study
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.5;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.5;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;2.75;2.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;4;4;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;3.5;3.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;3.75;3.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;3.75;3.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;2;2;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;2.25;2.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;3.75;3.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;0.75;0.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;NA;0.9545;0.9545;-0.155943;2.064943;half-life_mean;standard_deviation;3;hour;0.5 log10TCID50/mL;TCID50;raw data available from the authors;Table;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.166666667;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.166666667;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.166666667;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.5;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.5;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;0.5;5.5;5.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;1;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;3.75;3.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;4;4;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;4;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;3.75;3.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;4;4;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;8;4.25;4.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;1.5;1.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;2;2;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;24;2.25;2.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;1;1;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;1;1;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;48;1.25;1.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;72;0.5;0.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0;6;6;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Text;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Steel;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;20;20;40;40;NA;0.9401;0.9401;-0.897671;2.777871;half-life_mean;standard_deviation;3;hour;0.5 log10TCID50/mL;TCID50;raw data available from the authors;Table;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.166666667;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.166666667;5.25;5.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.166666667;5.5;5.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.5;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.5;5;5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_3;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;0.5;5.25;5.25;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;1;4.5;4.5;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_1;Authors;Medium DMEM + 2% FBS 
10.2807/1560-7917.ES2013.18.38.20590;van Doremalen;2013;Eurosurveillance;Coronavirus;MERS-CoV;MERS-CoV_EMC/2012;Plastic;Unspecified;CCM;TRUE;5;Unspecified;Unspecified;6 log10TCID50/mL;30;30;80;80;1;4.75;4.75;NA;NA;individual_datapoint;NA;1;log10TCID50/mL;0.5 log10TCID50/mL;TCID50;replicate_2;Authors;Medium DMEM + 2% FBS 
